id,title,format,affiliation 1,affiliation 2,affiliation 3,affiliation 4,affiliation 5,affiliation 6,affiliation 7,tags,year,ID,Abstract,lower_abstract,affiliation,mode of presentation,affiliation 8,affiliation 9,affiliation 10,tags (primary),tags (secondary),affiliation 11
2009-146,From Perilous Waters to Smooth Sailing: Preparing for and Collaborating on Successful Accreditation Visits,poster,Southeastern Louisiana University,,,,,,,,2009,2009-146,"All academic libraries repeatedly face the daunting prospect of visits by accrediting teams, whether for the entire university or speciﬁc departments or programs. This poster session by three seasoned accreditation survivors will provide a step-by-step plan for launching a successful accreditation experience, including examples of agency guidelines, essential information for self-studies, methods of collaboration, and ideas for using the accreditation visit to increase the visibility of the library’s role in the academic endeavor. ","all academic libraries repeatedly face the daunting prospect of visits by accrediting teams, whether for the entire university or speciﬁc departments or programs. this poster session by three seasoned accreditation survivors will provide a step-by-step plan for launching a successful accreditation experience, including examples of agency guidelines, essential information for self-studies, methods of collaboration, and ideas for using the accreditation visit to increase the visibility of the library’s role in the academic endeavor. ",,,,,,,,
2009-147,Is Journal Weeding an Art or a Science? Make it Both!: Designing and Using Microsoft Access During a Journal Review to Encourage Common Criteria and Valuation Among Participating Librarians,poster,Springfield College,,,,,,,,2009,2009-147,"In order to aid librarians in a comprehensive review of the periodical collection, Microsoft Access was used to encourage staﬀ to consistently use a set of criteria that was collectively agree upon in the planning stages of the program. The Access form functions dually as a questionnaire and an aggregator. The program beneﬁted from having quantitative as well as qualitative data to support librarians’ decisions regarding journal titles, resulting in stronger journal collection.","in order to aid librarians in a comprehensive review of the periodical collection, microsoft access was used to encourage staﬀ to consistently use a set of criteria that was collectively agree upon in the planning stages of the program. the access form functions dually as a questionnaire and an aggregator. the program beneﬁted from having quantitative as well as qualitative data to support librarians’ decisions regarding journal titles, resulting in stronger journal collection.",,,,,,,,
2009-148,Know the Score: Using Google Analytics to Track Use of Flash-Based Learning Objects,poster,Regis University,,,,,,,,2009,2009-148,"Learn how to collect usage data for your Flash-based learning objects using the free Web analytics software Google Analytics. This presentation demonstrates how to embed Google Analytics code into Captivate, Camtasia Studio, Viewlet Builder, and Flash CS3 projects. Resulting data goes far beyond a simple hit count. Instead, librarians are presented with detailed information about their users and their interaction with Web-based learning objects.","learn how to collect usage data for your flash-based learning objects using the free web analytics software google analytics. this presentation demonstrates how to embed google analytics code into captivate, camtasia studio, viewlet builder, and flash cs3 projects. resulting data goes far beyond a simple hit count. instead, librarians are presented with detailed information about their users and their interaction with web-based learning objects.",,,,,,,,
2009-149,Not Your Parent’s Lab Class: Integrating Library Skills and Writing into the Organic Chemistry Lab ,poster,Baylor University,,,,,,,,2009,2009-149,"Librarians, English faculty, and graduate Chemistry students collaborated on activities and resources to change the curriculum for the organic chemistry labs. Instead of plain lab reports, activities that involved library instruction, discipline-speciﬁc writing, and portfolios were used to enhance the laboratory experience.","librarians, english faculty, and graduate chemistry students collaborated on activities and resources to change the curriculum for the organic chemistry labs. instead of plain lab reports, activities that involved library instruction, discipline-speciﬁc writing, and portfolios were used to enhance the laboratory experience.",,,,,,,,
2009-150,"Information and Visual Literacy Through Artistic Discovery: Critically Thinking About Information, Knowledge, and Space Through a Collaborative Art Installation",poster,Miami University,,,,,,,,2009,2009-150,"This poster describes a large-scale, multifaceted art project in which students and faculty collaborated with a librarian to create a public installation within the Miami University Art/Architecture library that explored how knowledge is transcribed, revealed, concealed, and received. The project encompassed working with guidelines of how the public space of the library could (and could not) be used, writing a grant proposal, and working with a professional printing company.","this poster describes a large-scale, multifaceted art project in which students and faculty collaborated with a librarian to create a public installation within the miami university art/architecture library that explored how knowledge is transcribed, revealed, concealed, and received. the project encompassed working with guidelines of how the public space of the library could (and could not) be used, writing a grant proposal, and working with a professional printing company.",,,,,,,,
2009-151,Technology Leaders on Campus,poster,Champlain College,,,,,,,,2009,2009-151,"This poster presentation demonstrates how Champlain College is using a wide variety of technologies, including many free and open source ones, in order to move forward quickly and to be campus leaders in technology use. People on campus are taking notice and are looking to the library for technological inspiration.","this poster presentation demonstrates how champlain college is using a wide variety of technologies, including many free and open source ones, in order to move forward quickly and to be campus leaders in technology use. people on campus are taking notice and are looking to the library for technological inspiration.",,,,,,,,
2009-152,Citizen Librarian: Building Social Awareness and Responsibility through Information Literacy Initiatives ,poster,Virginia Commonwealth University Qatar,Carnegie Mellon Qatar,,,,,,,2009,2009-152,"Two American university branch campuses in the Middle East embrace nontraditional methods to teach information literacy, while adapting main campus initiatives. Students speak English as a second language with little prior library experience. At Virginia Commonwealth University in Qatar, library instruction was integrated into a new freshmen critical thinking course. Carnegie Mellon-Qatar adapted a green curriculum to be fed into its credit-based information literacy course. Both initiatives rely on faculty collaboration, creativity, and innovation.","two american university branch campuses in the middle east embrace nontraditional methods to teach information literacy, while adapting main campus initiatives. students speak english as a second language with little prior library experience. at virginia commonwealth university in qatar, library instruction was integrated into a new freshmen critical thinking course. carnegie mellon-qatar adapted a green curriculum to be fed into its credit-based information literacy course. both initiatives rely on faculty collaboration, creativity, and innovation.",,,,,,,,
2009-153,Reference E-mail Courtesy: Patron Preferences,poster,Auburn University,,,,,,,,2009,2009-153,"Is your reference e-mail communication style as eﬀective as it could be? Courtesy signiﬁcantly impacts customer satisfaction and loyalty. Auburn University Libraries used its annual open house, Tailgate @ the Library, to conduct a Web-based survey that asked participants to rate example e-mail elements. Counter intuitive ﬁndings indicated particular preferences and reﬂected diﬀerences based on demographic groups and place of upbringing. The poster will present SPSS-generated images to graphically demonstrate the survey and patron preferences.","is your reference e-mail communication style as eﬀective as it could be? courtesy signiﬁcantly impacts customer satisfaction and loyalty. auburn university libraries used its annual open house, tailgate @ the library, to conduct a web-based survey that asked participants to rate example e-mail elements. counter intuitive ﬁndings indicated particular preferences and reﬂected diﬀerences based on demographic groups and place of upbringing. the poster will present spss-generated images to graphically demonstrate the survey and patron preferences.",,,,,,,,
2009-154,"Wuxia Film, Saline Lakes, and Sir Walter Scott: Rewarding Scholarship through the Library Research Award for Undergraduates",poster,University of Washington,,,,,,,,2009,2009-154,"The University of Washington Libraries’ Library Research Award for Undergraduates recognizes students who produce signiﬁcant scholarly work using the information resources of the library and its collections. This poster documents the ﬁve-year history of the Library Research Award program, describes the impact of the award on librarians, faculty, and students who have participated over the years; and provides practical tips and advice for libraries considering a similar program at their own institutions.","the university of washington libraries’ library research award for undergraduates recognizes students who produce signiﬁcant scholarly work using the information resources of the library and its collections. this poster documents the ﬁve-year history of the library research award program, describes the impact of the award on librarians, faculty, and students who have participated over the years; and provides practical tips and advice for libraries considering a similar program at their own institutions.",,,,,,,,
2009-155,"Are You Ready for the Future of English Composition? Information Literacy, Visual Literacy, and the Digital Video Research “Paper”",poster,Tulane University,,,,,,,,2009,2009-155,"Creating multimedia videos are the next big thing in the English Composition classroom. That’s what the faculty in the English Department at Tulane University are buzzing about. Librarians, instructional technologists, technology services staﬀ, and English faculty are collaborating to build a structure to support students as they search for articles and images and use software to create a digital video to accompany a traditional research paper.","creating multimedia videos are the next big thing in the english composition classroom. that’s what the faculty in the english department at tulane university are buzzing about. librarians, instructional technologists, technology services staﬀ, and english faculty are collaborating to build a structure to support students as they search for articles and images and use software to create a digital video to accompany a traditional research paper.",,,,,,,,
2009-156,Using Clickers to Invigorate Teaching and Learning: Let’s Play Jeopardy!,poster,University of Louisville,,,,,,,,2009,2009-156,"What are “clickers”? Clickers are also known as Classroom Response Systems (CRSs), or audience response systems. Such systems allow the instructor to create and implement interactive classes, which facilitates involvement, immediate feedback, and fun. Originally used as a teaching tool in a Psychology course, this Jeopardy game was modiﬁed to meet the informational needs of a Library Board Orientation. This poster session will examine how incorporating “clicker” can enhance learning.","what are “clickers”? clickers are also known as classroom response systems (crss), or audience response systems. such systems allow the instructor to create and implement interactive classes, which facilitates involvement, immediate feedback, and fun. originally used as a teaching tool in a psychology course, this jeopardy game was modiﬁed to meet the informational needs of a library board orientation. this poster session will examine how incorporating “clicker” can enhance learning.",,,,,,,,
2009-157,Gone Fishing: Catching the Big Ones with Departmental Office Hours,poster,University of Utah,,,,,,,,2009,2009-157,I have successfully held oﬃce hours–two hours each week during fall and spring semesters–in the Department of Family and Consumer Studies (FCS) for the past eight years. My poster will present a case study of that experience in four sections: Where are the Fish Biting? (The Idea); Grab the Rod and Reel (Preparations); Cast High and Wide! (Outreach); and Reel Them In! (Outcomes).,i have successfully held oﬃce hours–two hours each week during fall and spring semesters–in the department of family and consumer studies (fcs) for the past eight years. my poster will present a case study of that experience in four sections: where are the fish biting? (the idea); grab the rod and reel (preparations); cast high and wide! (outreach); and reel them in! (outcomes).,,,,,,,,
2009-158,Library Secrets!: Packaging Tips and Tricks into Bite-Size Pieces for the Hard to Pin-Down Student ,poster,College of DuPage,,,,,,,,2009,2009-158,"Reaching students where they are (online) and where they want to be (not in the library classroom) is an ongoing challenge for librarians providing information literacy instruction. Library Secrets!, a blog-based tips and tricks column, incorporates social software applications to create a collaborative venue for discussing research and sharing library information. This poster session will demonstrate how Library Secrets! markets itself and uses social tools to provide students with manageable, easy-to-digest IL morsels.","reaching students where they are (online) and where they want to be (not in the library classroom) is an ongoing challenge for librarians providing information literacy instruction. library secrets!, a blog-based tips and tricks column, incorporates social software applications to create a collaborative venue for discussing research and sharing library information. this poster session will demonstrate how library secrets! markets itself and uses social tools to provide students with manageable, easy-to-digest il morsels.",,,,,,,,
2009-159,The Best of All Possible Worlds: IM Collaborator for Virtual Reference,poster,University of Illinois at Urbana-Champaign,,,,,,,,2009,2009-159,"IM Collaborator was developed as a joint project between the library and campus computing at the University of Illinois. This software allows Instant Messages sent to a single IM account to be queued, answered, and transferred by multiple operators from a Web-based interface. IM Collaborator combines the beneﬁts of reaching patrons using IM with the workﬂow, collaborative, and administrative features that libraries need.","im collaborator was developed as a joint project between the library and campus computing at the university of illinois. this software allows instant messages sent to a single im account to be queued, answered, and transferred by multiple operators from a web-based interface. im collaborator combines the beneﬁts of reaching patrons using im with the workﬂow, collaborative, and administrative features that libraries need.",,,,,,,,
2009-160,Blended Planning: Teamwork for the Library-2- LMS conference spawns new partnerships,poster,College at Brockport SUNY,,,,,,,,2009,2009-160,"The College at Brockport’s library and IT staﬀ stirred up a successful one-day conference: “Integrating Library Services into Learning Management Systems.” This session will describe the details for planning the conference as well as the practical ideas generated by presenters and participants. It will also show how the library and IT departments’ collaboration created unexpected, yet long-term, beneﬁts.","the college at brockport’s library and it staﬀ stirred up a successful one-day conference: “integrating library services into learning management systems.” this session will describe the details for planning the conference as well as the practical ideas generated by presenters and participants. it will also show how the library and it departments’ collaboration created unexpected, yet long-term, beneﬁts.",,,,,,,,
2009-161,Using AutoCAD to Help Relocate a Map Collection: The University of Tennessee Libraries’ Experience,poster,University of Tennessee,,,,,,,,2009,2009-161,"AutoCAD isn’t only an invaluable tool for creating building plans, it also works well for planning a library relocation. From the onset, AutoCAD was used to create a virtual model of our new map space, which helped us to visualize ahead of time what the map collection could look like in its new (smaller) environment. The use of AutoCAD helped everyone communicate with one another, eliminated confusion during the move, thus saving us time and money.","autocad isn’t only an invaluable tool for creating building plans, it also works well for planning a library relocation. from the onset, autocad was used to create a virtual model of our new map space, which helped us to visualize ahead of time what the map collection could look like in its new (smaller) environment. the use of autocad helped everyone communicate with one another, eliminated confusion during the move, thus saving us time and money.",,,,,,,,
2009-162,Patrons Are Not Whitetails: An Innovative Use for a Game Counter,poster,University of Minnesota,,,,,,,,2009,2009-162,A game counter can be an inexpensive and easily mobile method to access use of physical space in academic libraries. A TrailTimer model T-500 game counter was used to access patron use of a computer lab in the Veterinary Medical Library at the University of Minnesota.,a game counter can be an inexpensive and easily mobile method to access use of physical space in academic libraries. a trailtimer model t-500 game counter was used to access patron use of a computer lab in the veterinary medical library at the university of minnesota.,,,,,,,,
2009-163,Topic Development Research Project,poster,Saint Mary's College of California,,,,,,,,2009,2009-163,"This poster session reports on how students develop a topic for a research paper. Researchers focused on one Composition 4 class at Saint Mary’s College and analyzed student research journals, research proposals, focus group discussions, and “think alouds.” Students recorded their thoughts as they worked on developing a topic. The study “casts a net” into the cognitive and social strategies students employ to overcome barriers they encounter in the topic development phase of their research.","this poster session reports on how students develop a topic for a research paper. researchers focused on one composition 4 class at saint mary’s college and analyzed student research journals, research proposals, focus group discussions, and “think alouds.” students recorded their thoughts as they worked on developing a topic. the study “casts a net” into the cognitive and social strategies students employ to overcome barriers they encounter in the topic development phase of their research.",,,,,,,,
2009-164,"LEAP (Leadership, Education, Ability, Potential) to New Heights–How Your Organization Can Inspire Your Employees to Take the Next Jump in their Careers",poster,Montana State University,,,,,,,,2009,2009-164,"Today’s academic libraries face challenges in areas such as leadership, management, human resources, organizational culture, generational diﬀerences, problem solving, and diversity. At the Montana State University Libraries, the LEAP Committee was formed to facilitate a program of learning and participation opportunities intended to strengthen the Libraries’ organizational and leadership performance. This session provides a complete overview of the curriculum and educational approaches, which are easily adapted to any academic library setting.","today’s academic libraries face challenges in areas such as leadership, management, human resources, organizational culture, generational diﬀerences, problem solving, and diversity. at the montana state university libraries, the leap committee was formed to facilitate a program of learning and participation opportunities intended to strengthen the libraries’ organizational and leadership performance. this session provides a complete overview of the curriculum and educational approaches, which are easily adapted to any academic library setting.",,,,,,,,
2009-165,Creating Data-Driven Personas to Aid Selection and Implementation of a Next-Generation Discovery Interface,poster,Johns Hopkins University,,,,,,,,2009,2009-165,"Those working with qualitative user research or interested in information-seeking behavior will benefit from seeing this data-driven segmentation of users based on search and discovery behavior recorded through 78 user interviews at Johns Hopkins University. The poster displays the analysis process of segmenting users, as well as the personas developed as design and implementation aids to assist an in-house team with selecting and implementing a next generation discovery tool.","those working with qualitative user research or interested in information-seeking behavior will benefit from seeing this data-driven segmentation of users based on search and discovery behavior recorded through 78 user interviews at johns hopkins university. the poster displays the analysis process of segmenting users, as well as the personas developed as design and implementation aids to assist an in-house team with selecting and implementing a next generation discovery tool.",,,,,,,,
2009-166,Video Where They Want It: Providing Streaming Video to the Classroom and Beyond,poster,Loyola University Maryland Notre Dame of Maryland University,,,,,,,,2009,2009-166,"In a world where faculty and students increasingly expect content to be available online, the Loyola Notre Dame Library began providing access to streaming video to support both on- and oﬀ-campus programs. This poster session will explain the process used by digital services staﬀ to create and stream videos online, the steps taken to comply with copyright law, and how other librarians can begin providing access to streaming video for their patrons.","in a world where faculty and students increasingly expect content to be available online, the loyola notre dame library began providing access to streaming video to support both on- and oﬀ-campus programs. this poster session will explain the process used by digital services staﬀ to create and stream videos online, the steps taken to comply with copyright law, and how other librarians can begin providing access to streaming video for their patrons.",,,,,,,,
2009-167,“I would sort of appreciate a little more understanding”: Engaging Net Gen Students in Virtual Reference,invited paper,OCLC,,,,,,,,2009,2009-167,"In order to engage new users and sustain current ones, academic librarians need to explore new opportunities to extend current services. The largest current and perspective cohort is the Net Gen, whose members demonstrate distinctly diﬀerent behaviors from older cohorts. This presentation reports the results of online surveys with virtual reference services (VRS) users and non-users, emphasizing Net Gen students. The ﬁndings provide insight for the improvement of VRS regarding the integration of new technologies and services.","in order to engage new users and sustain current ones, academic librarians need to explore new opportunities to extend current services. the largest current and perspective cohort is the net gen, whose members demonstrate distinctly diﬀerent behaviors from older cohorts. this presentation reports the results of online surveys with virtual reference services (vrs) users and non-users, emphasizing net gen students. the ﬁndings provide insight for the improvement of vrs regarding the integration of new technologies and services.",,,,,,,,
2009-168,Sony Readers,Cyber Zed Shed presentation,Pennsylvania State University,,,,,,,,2009,2009-168,"The Penn State Libraries have partnered with Sony Electronics, Inc. to investigate the application of the Sony Reader in the higher education environment. So far, the Libraries have used the Sony Readers in both lending and classroom scenarios. The Sony Readers have proven to
be an excellent way to oﬀer entire libraries of best sellers on a single device, and have been an excellent complement to the Libraries’ leisure reading hardcover collection. Course reading for several English classes and a ﬁrst-year seminar in Library Studies are being delivered on the Sony Reader, enabling the students to carry their class texts, as well as their own research, on one small device.","the penn state libraries have partnered with sony electronics, inc. to investigate the application of the sony reader in the higher education environment. so far, the libraries have used the sony readers in both lending and classroom scenarios. the sony readers have proven to
be an excellent way to oﬀer entire libraries of best sellers on a single device, and have been an excellent complement to the libraries’ leisure reading hardcover collection. course reading for several english classes and a ﬁrst-year seminar in library studies are being delivered on the sony reader, enabling the students to carry their class texts, as well as their own research, on one small device.",,,,,,,,
2009-169,iMacros,Cyber Zed Shed presentation,Northern State University,,,,,,,,2009,2009-169,"Librarians may use iMacros to create search or navigation macros for repetitive tasks. One does not need to know programming to create these macros. Once one understands the basics, he or she can create macros for diﬀerent tasks, subject searches, etc. For example, the librarian may record the seven necessary clicks to access a speciﬁc part of a course management system. Once it is recorded, the librarian runs the macro in Firefox and the macro takes over for all the necessary clicks. It may be also used to create searches in multiple databases or search engine, but only inputting the search once instead of multiple times. It has been used as an anti-plagiarism tool to search across Web search engines and databases for speciﬁc phrases. Plus, the librarian may bookmark an iMacro in Firefox, or share it with others via a Web link or Delicious. If a hyperlink is created for an iMacro, one selects the link and the macro will run on his or her computer (as long as the iMacros add-on installed). Others may see iMacros as a very light alternative to federated searching. It is not perfect, but it can be quite useful.","librarians may use imacros to create search or navigation macros for repetitive tasks. one does not need to know programming to create these macros. once one understands the basics, he or she can create macros for diﬀerent tasks, subject searches, etc. for example, the librarian may record the seven necessary clicks to access a speciﬁc part of a course management system. once it is recorded, the librarian runs the macro in firefox and the macro takes over for all the necessary clicks. it may be also used to create searches in multiple databases or search engine, but only inputting the search once instead of multiple times. it has been used as an anti-plagiarism tool to search across web search engines and databases for speciﬁc phrases. plus, the librarian may bookmark an imacro in firefox, or share it with others via a web link or delicious. if a hyperlink is created for an imacro, one selects the link and the macro will run on his or her computer (as long as the imacros add-on installed). others may see imacros as a very light alternative to federated searching. it is not perfect, but it can be quite useful.",,,,,,,,
2009-170,Sprout,Cyber Zed Shed presentation,Boise State University,,,,,,,,2009,2009-170,"Join four inventive librarians as they demonstrate how to use free Web tools to improve library services. Because these tools are free, simple to use, and customizable, they can enhance library services without the steep learning curve and huge time commitment that providing
high-quality Web content used to require. Find out how these tools are used to reach library patrons for instruction, to deliver Web content to the user (rather than requiring them to come to us), to help organize research resources, and to generate creative new content.","join four inventive librarians as they demonstrate how to use free web tools to improve library services. because these tools are free, simple to use, and customizable, they can enhance library services without the steep learning curve and huge time commitment that providing
high-quality web content used to require. find out how these tools are used to reach library patrons for instruction, to deliver web content to the user (rather than requiring them to come to us), to help organize research resources, and to generate creative new content.",,,,,,,,
2009-171,Library Subject Guide Widgets,Cyber Zed Shed presentation,California State University Fullerton,,,,,,,,2009,2009-171,"The librarians at California State University-Fullerton have developed an online tool that simpliﬁes the creation and maintenance of subject guides. This tool uses a widget approach, which allows librarians to independently develop smaller reusable sections of code that can be instantly applied and updated across multiple guides. Through search widgets, RSS feeds, instant messaging, and resource tagging, these guides use the Web’s social technologies to make them interactive. This technology also makes guide creation less time consuming, because librarians can reuse materials that their colleagues have created. By combining resources, librarians can produce customized guides for subjects, courses, and even individuals without expending a great deal of development time. While each guide can be unique, they allow us to draw upon a central repository of skills and abilities available to all librarians. These guides can be reused, cloned, and modiﬁed to further their ﬂexibility.","the librarians at california state university-fullerton have developed an online tool that simpliﬁes the creation and maintenance of subject guides. this tool uses a widget approach, which allows librarians to independently develop smaller reusable sections of code that can be instantly applied and updated across multiple guides. through search widgets, rss feeds, instant messaging, and resource tagging, these guides use the web’s social technologies to make them interactive. this technology also makes guide creation less time consuming, because librarians can reuse materials that their colleagues have created. by combining resources, librarians can produce customized guides for subjects, courses, and even individuals without expending a great deal of development time. while each guide can be unique, they allow us to draw upon a central repository of skills and abilities available to all librarians. these guides can be reused, cloned, and modiﬁed to further their ﬂexibility.",,,,,,,,
2009-172,Libstats,Cyber Zed Shed presentation,Kansas State University,,,,,,,,2009,2009-172,"Libstats is an open-source Web database application developed by staﬀ at the University of Wisconsin Libraries and oﬀered for free download from Google Code. It requires a server running PHP and MySQL. The installed application has an administrative interface for changing, adding, or deleting elements in each ﬁeld of the data-entry interface, and setting up user accounts and passwords for each user. An unlimited number of simultaneous users can access the database from any location by navigating to the database’s URL and logging in. The data-entry interface has ﬁve selection boxes for recording location, length, type of patron, method used to contact the staﬀ member, and type of question. The interface also has text entry boxes for recording staﬀ initials, the question asked, and the answer provided. When a user saves the transaction, the database automatically records the date and time and adds the transaction to the top row of a table below the entry form. Users can search the database, run a variety of statistical reports, and download the entire data set as a CSV ﬁle. More than 50 members of K-State Libraries staﬀ use Libstats to record all the IM, text-message, phone, e-mail, and in-person questions they ﬁeld.","libstats is an open-source web database application developed by staﬀ at the university of wisconsin libraries and oﬀered for free download from google code. it requires a server running php and mysql. the installed application has an administrative interface for changing, adding, or deleting elements in each ﬁeld of the data-entry interface, and setting up user accounts and passwords for each user. an unlimited number of simultaneous users can access the database from any location by navigating to the database’s url and logging in. the data-entry interface has ﬁve selection boxes for recording location, length, type of patron, method used to contact the staﬀ member, and type of question. the interface also has text entry boxes for recording staﬀ initials, the question asked, and the answer provided. when a user saves the transaction, the database automatically records the date and time and adds the transaction to the top row of a table below the entry form. users can search the database, run a variety of statistical reports, and download the entire data set as a csv ﬁle. more than 50 members of k-state libraries staﬀ use libstats to record all the im, text-message, phone, e-mail, and in-person questions they ﬁeld.",,,,,,,,
2009-173,Mobile Devices and Roving Reference,Cyber Zed Shed presentation,Pennsylvania State University,,,,,,,,2009,2009-173,"With the release of the iPhone last summer, the Penn State University Libraries became curious about ways mobile, handheld devices could be employed to help library patrons at their point of need. As a result, a collaboration was formed between the University Libraries and Information Technology Services in order to select, test, and make recommendations about the application of mobile devices for roving reference. This collaborative group formulated a project scope and use case scenarios for how the devices could be used, e.g., conducting a reference interview away from a desk and delivering resources to a patron via e-mail. From the use case scenarios, technicians extracted device requirements and matched those requirements to devices that were on the market, securing four devices for testing. Next, the devices were tested and evaluated by library faculty, staﬀ, and student employees and recommendations about the devices were made. Although there wasn’t a clear winner of the devices tested, this pilot project served two major goals: 1) to test these devices in a library setting and discover the beneﬁts and drawbacks and 2) to create a selection and testing process that can be used to evaluate new technologies. ","with the release of the iphone last summer, the penn state university libraries became curious about ways mobile, handheld devices could be employed to help library patrons at their point of need. as a result, a collaboration was formed between the university libraries and information technology services in order to select, test, and make recommendations about the application of mobile devices for roving reference. this collaborative group formulated a project scope and use case scenarios for how the devices could be used, e.g., conducting a reference interview away from a desk and delivering resources to a patron via e-mail. from the use case scenarios, technicians extracted device requirements and matched those requirements to devices that were on the market, securing four devices for testing. next, the devices were tested and evaluated by library faculty, staﬀ, and student employees and recommendations about the devices were made. although there wasn’t a clear winner of the devices tested, this pilot project served two major goals: 1) to test these devices in a library setting and discover the beneﬁts and drawbacks and 2) to create a selection and testing process that can be used to evaluate new technologies. ",,,,,,,,
2009-174,Online Information Literacy Tools,Cyber Zed Shed presentation,University of Washington,,,,,,,,2009,2009-174,"The University of Washington Libraries is developing a series of short (under 2 minutes) screencast tutorials and man-on-the-street videos that serve as online information literacy tools. Quick, services-based how-to tutorials, created using Adobe Captivate, assist users
in navigating online resources by demonstrating search techniques and online tools in a way that is immediate and easy to understand. Along with these tutorials, videos that feature real-life, unscripted conversations with individuals in the university community on questions related to research techniques, information literacy, and media literacy help to foster a YouTube-style dialogue that involves students as participants in the research conversation. By incorporating the videos on the newly redesigned Web site as a featured set of content provided by the library, we are able to promote our help services as much as we promote the resources we provide.","the university of washington libraries is developing a series of short (under 2 minutes) screencast tutorials and man-on-the-street videos that serve as online information literacy tools. quick, services-based how-to tutorials, created using adobe captivate, assist users
in navigating online resources by demonstrating search techniques and online tools in a way that is immediate and easy to understand. along with these tutorials, videos that feature real-life, unscripted conversations with individuals in the university community on questions related to research techniques, information literacy, and media literacy help to foster a youtube-style dialogue that involves students as participants in the research conversation. by incorporating the videos on the newly redesigned web site as a featured set of content provided by the library, we are able to promote our help services as much as we promote the resources we provide.",,,,,,,,
2009-175,Morae,Cyber Zed Shed presentation,University of Washington,,,,,,,,2009,2009-175,"Since its launch in 2004, the Morae application quickly became an industry standard for usability testing, but is something few libraries have implemented. While Morae includes many useful features for coding and analysis of test results, the biggest innovation for libraries is the ability to observe sessions in real-time from a remote location. While this is certainly advantageous for libraries with a large number staﬀ interested in observing the sessions, a more innovative use of this technology occurs when there are consortial or codevelopers interested in the usability sessions. After installing a bit of software, these outside partners can also observe the sessions in real-time, without costly travel or convoluted set ups. By using speakerphones in each observation room, observers can discuss the sessions without disturbing the participant. A similar approach was used by OCLC and University of Washington Libraries staﬀ when conducting initial usability tests of WorldCat Local, and it was hugely successful. In early 2009 we plan to conduct additional tests of WorldCat Local and will use the Morae/speakerphone setup, as it is cost-eﬀective and easy to set up.","since its launch in 2004, the morae application quickly became an industry standard for usability testing, but is something few libraries have implemented. while morae includes many useful features for coding and analysis of test results, the biggest innovation for libraries is the ability to observe sessions in real-time from a remote location. while this is certainly advantageous for libraries with a large number staﬀ interested in observing the sessions, a more innovative use of this technology occurs when there are consortial or codevelopers interested in the usability sessions. after installing a bit of software, these outside partners can also observe the sessions in real-time, without costly travel or convoluted set ups. by using speakerphones in each observation room, observers can discuss the sessions without disturbing the participant. a similar approach was used by oclc and university of washington libraries staﬀ when conducting initial usability tests of worldcat local, and it was hugely successful. in early 2009 we plan to conduct additional tests of worldcat local and will use the morae/speakerphone setup, as it is cost-eﬀective and easy to set up.",,,,,,,,
2009-176,Facebook for Faculty Outreach,Cyber Zed Shed presentation,University of Oregon,,,,,,,,2009,2009-176,"Facebook provides a fantastic extra point-of-contact for me with my subject area faculty and beyond. I have successfully connected with my own faculty, pointing them towards useful resources and information on it. As well, my visibility on their proﬁles has helped me meet additional faculty (especially new hires) at the University of Oregon and helped me steer them towards other librarians when appropriate. While most people will not start a friendship on Facebook before knowing someone in person, once you have made that ﬁrst contact, Facebook provides a fun and casual medium in which to continue building relationships. It feels more personal than e-mail, and the personal proﬁle element combined with its mildly addictive nature guarantees that once you have Facebook relationships with your faculty, they will notice what you post. I believe this is a signiﬁcant diﬀerence from traditional blogs that are often forgotten or overlooked by faculty for a variety of reasons.","facebook provides a fantastic extra point-of-contact for me with my subject area faculty and beyond. i have successfully connected with my own faculty, pointing them towards useful resources and information on it. as well, my visibility on their proﬁles has helped me meet additional faculty (especially new hires) at the university of oregon and helped me steer them towards other librarians when appropriate. while most people will not start a friendship on facebook before knowing someone in person, once you have made that ﬁrst contact, facebook provides a fun and casual medium in which to continue building relationships. it feels more personal than e-mail, and the personal proﬁle element combined with its mildly addictive nature guarantees that once you have facebook relationships with your faculty, they will notice what you post. i believe this is a signiﬁcant diﬀerence from traditional blogs that are often forgotten or overlooked by faculty for a variety of reasons.",,,,,,,,
2009-177,Twitter   ,Cyber Zed Shed presentation,Simmons College,,,,,,,,2009,2009-177,"Twitter is a micro-blogging platform that mixes instant messaging and weblogs in only 140 characters and it has hundreds of thousands of users. It’s also a way for librarians to quickly send information directly to a large group at once. This presentation will focus on how libraries can use the program for marketing everything from upcoming events to recent acquisitions. The presentation will outline a way to pull recent acquisition data and publish it using tools readily available to any librarian. It will also discuss how to provide titles, authors, a link to a Worldcat record and a descriptive subject tag without going over the 140 character limit. Issues involved with using Twitter, including downtime, how to build a following and uploading limits will also be covered. The presentation also identiﬁes some of the third-part applications available for the platform and how to blend Twitter in with other social networks.","twitter is a micro-blogging platform that mixes instant messaging and weblogs in only 140 characters and it has hundreds of thousands of users. it’s also a way for librarians to quickly send information directly to a large group at once. this presentation will focus on how libraries can use the program for marketing everything from upcoming events to recent acquisitions. the presentation will outline a way to pull recent acquisition data and publish it using tools readily available to any librarian. it will also discuss how to provide titles, authors, a link to a worldcat record and a descriptive subject tag without going over the 140 character limit. issues involved with using twitter, including downtime, how to build a following and uploading limits will also be covered. the presentation also identiﬁes some of the third-part applications available for the platform and how to blend twitter in with other social networks.",,,,,,,,
